id,priority_label,title,description,text,category
AUSSEN-H-004,HIGH,Starke Eisglätte,Eisglätte auf Hauptzugang,"Starke Eisglätte
Eisglätte auf Hauptzugang",Außenbereich
LAERM-M-003,MEDIUM,Lauter Betrieb von Lüftung,Die Lüftungsanlage ist deutlich hörbar,"Lauter Betrieb von Lüftung
Die Lüftungsanlage ist deutlich hörbar",Lärm
BSCH-M-063,MEDIUM,Fluchtwegmarkierung unklar – Bereich 23,Die Markierung des Fluchtwegs ist schlecht erkennbar. (Betroffen: Treppenhaus).,"Fluchtwegmarkierung unklar – Bereich 23
Die Markierung des Fluchtwegs ist schlecht erkennbar. (Betroffen: Treppenhaus).",Brandschutz
A-M-026,MEDIUM,Aufzug bleibt kurz zwischen Etagen stehen,Der Aufzug stoppt kurz zwischen Etagen.,"Aufzug bleibt kurz zwischen Etagen stehen
Der Aufzug stoppt kurz zwischen Etagen.",Aufzug
SW-M-028,MEDIUM,Wasserhahn tropft nach Nutzung,Nachlaufendes Tropfen.,"Wasserhahn tropft nach Nutzung
Nachlaufendes Tropfen.",Sanitär / Wasser
BS-H-009,HIGH,Rissbildung an Decke,In der Schlafzimmerdecke haben sich tiefe Risse gebildet,"Rissbildung an Decke
In der Schlafzimmerdecke haben sich tiefe Risse gebildet",Bauliche Schäden
AUSSEN-H-032,HIGH,Metallteil ragt aus Boden,Verletzungsgefahr,"Metallteil ragt aus Boden
Verletzungsgefahr",Außenbereich
BS-L-012,LOW,Leichte Farbveränderung Wand,Die Wandfarbe hat sich leicht verändert,"Leichte Farbveränderung Wand
Die Wandfarbe hat sich leicht verändert",Bauliche Schäden
A-H-086,HIGH,Aufzugtür klemmt mit Person,Die Aufzugtür klemmt und eine Person kommt nicht heraus.,"Aufzugtür klemmt mit Person
Die Aufzugtür klemmt und eine Person kommt nicht heraus.",Aufzug
SON-H-052,HIGH,Notrufanlage meldet Dauerfehler,Keine zuverlässige Funktion,"Notrufanlage meldet Dauerfehler
Keine zuverlässige Funktion",Sonstige
SON-M-033,MEDIUM,Digitale Türsensoren melden Fehlstatus,Funktion gegeben,"Digitale Türsensoren melden Fehlstatus
Funktion gegeben",Sonstige
TF-H-043,HIGH,Fensterflügel hängt schief,Der Fensterflügel hängt schief.,"Fensterflügel hängt schief
Der Fensterflügel hängt schief.",Türen/Fenster
SON-L-002,LOW,Raumbezeichnung verblasst,Beschriftung schwer lesbar,"Raumbezeichnung verblasst
Beschriftung schwer lesbar",Sonstige
REIN-H-046,HIGH,Unrat/Abfall in Tiefgarage,Müll/Unrat liegt im Tiefgarage und verursacht Unfallgefahr. (wiederholt gemeldet),"Unrat/Abfall in Tiefgarage
Müll/Unrat liegt im Tiefgarage und verursacht Unfallgefahr. (wiederholt gemeldet)",Reinigung
H-003,HIGH,Totalausfall der Heizungsanlage,Alle Heizkörper sind kalt und es gibt keine Wärmeversorgung.,"Totalausfall der Heizungsanlage
Alle Heizkörper sind kalt und es gibt keine Wärmeversorgung.",Heizung / Wärmeversorgung
A-H-079,HIGH,Aufzug bleibt bei Etage eins stehen,Der Aufzug bleibt regelmäßig bei Etage eins stehen.,"Aufzug bleibt bei Etage eins stehen
Der Aufzug bleibt regelmäßig bei Etage eins stehen.",Aufzug
SW-H-082,HIGH,Defekter Hauswasserfilter mit Leck,Wasser tritt aus dem Filtergehäuse aus.,"Defekter Hauswasserfilter mit Leck
Wasser tritt aus dem Filtergehäuse aus.",Sanitär / Wasser
HL-026,LOW,Heizleistung leicht reduziert,Die Heizung liefert etwas weniger Wärme.,"Heizleistung leicht reduziert
Die Heizung liefert etwas weniger Wärme.",Heizung / Wärmeversorgung
SON-H-001,HIGH,Zutrittskontrollsystem ausgefallen,Haupteingang nicht mehr gesichert,"Zutrittskontrollsystem ausgefallen
Haupteingang nicht mehr gesichert",Sonstige
BSCH-L-030,LOW,Feuerlöscher optisch abgenutzt – Bereich 10,"Der Feuerlöscher zeigt Gebrauchsspuren, Funktion unklar. (Betroffen: Dachboden).","Feuerlöscher optisch abgenutzt – Bereich 10
Der Feuerlöscher zeigt Gebrauchsspuren, Funktion unklar. (Betroffen: Dachboden).",Brandschutz
SON-H-027,HIGH,Intercom-System ohne Funktion,Keine Kommunikation möglich,"Intercom-System ohne Funktion
Keine Kommunikation möglich",Sonstige
BS-M-022,MEDIUM,Abnutzung an Wandflächen,Die Wandflächen sind stark abgenutzt,"Abnutzung an Wandflächen
Die Wandflächen sind stark abgenutzt",Bauliche Schäden
SW-H-090,HIGH,Großflächiger Wasserschaden nach Rohrbruch,Mehrere Räume stark betroffen.,"Großflächiger Wasserschaden nach Rohrbruch
Mehrere Räume stark betroffen.",Sanitär / Wasser
SON-H-035,HIGH,Steuerungssoftware abgestürzt,Systeme nicht bedienbar,"Steuerungssoftware abgestürzt
Systeme nicht bedienbar",Sonstige
REIN-H-040,HIGH,Ungeziefer durch Verschmutzung in Tiefgarage,Aufgrund von Abfällen wurden Unfallgefahr im Bereich Tiefgarage gesichtet.,"Ungeziefer durch Verschmutzung in Tiefgarage
Aufgrund von Abfällen wurden Unfallgefahr im Bereich Tiefgarage gesichtet.",Reinigung
H-070,HIGH,Heizungsanlage reagiert nicht mehr,Alle Heizfunktionen sind ausgefallen.,"Heizungsanlage reagiert nicht mehr
Alle Heizfunktionen sind ausgefallen.",Heizung / Wärmeversorgung
SW-H-011,HIGH,Defektes Hauptwasserrohr,Das Hauptwasserrohr ist beschädigt und verliert Wasser.,"Defektes Hauptwasserrohr
Das Hauptwasserrohr ist beschädigt und verliert Wasser.",Sanitär / Wasser
BSCH-M-018,MEDIUM,Fluchtwegmarkierung unklar,Die Markierung des Fluchtwegs ist schlecht erkennbar.,"Fluchtwegmarkierung unklar
Die Markierung des Fluchtwegs ist schlecht erkennbar.",Brandschutz
AUSSEN-H-037,HIGH,Große Rissbildung im Weg,Weg stark beschädigt,"Große Rissbildung im Weg
Weg stark beschädigt",Außenbereich
AUSSEN-H-018,HIGH,Umgefallenes Verkehrsschild,Schild liegt auf Fahrweg,"Umgefallenes Verkehrsschild
Schild liegt auf Fahrweg",Außenbereich
SW-M-053,MEDIUM,Abfluss in Küche gluckert,Geräusche beim Ablaufen.,"Abfluss in Küche gluckert
Geräusche beim Ablaufen.",Sanitär / Wasser
A-M-067,MEDIUM,Aufzug hält zu lange zwischen Etagen,"Der Aufzug bleibt ungewöhnlich lange zwischen Etagen stehen, fährt dann weiter.","Aufzug hält zu lange zwischen Etagen
Der Aufzug bleibt ungewöhnlich lange zwischen Etagen stehen, fährt dann weiter.",Aufzug
SW-H-027,HIGH,Abflussrohr gebrochen,Das Abflussrohr ist sichtbar gebrochen.,"Abflussrohr gebrochen
Das Abflussrohr ist sichtbar gebrochen.",Sanitär / Wasser
E-H-028,HIGH,Stromausfall Serverraum,Der Serverraum hat keinen Strom mehr.,"Stromausfall Serverraum
Der Serverraum hat keinen Strom mehr.",Elektro
SON-H-089,HIGH,Alarmmanagement nicht erreichbar,Keine Steuerung möglich,"Alarmmanagement nicht erreichbar
Keine Steuerung möglich",Sonstige
SW-H-060,HIGH,Abfluss komplett verstopft und überlaufend,Abwasser tritt aus mehreren Stellen aus.,"Abfluss komplett verstopft und überlaufend
Abwasser tritt aus mehreren Stellen aus.",Sanitär / Wasser
E-H-015,HIGH,Mehrfachsteckdose geschmolzen,Eine Mehrfachsteckdose ist geschmolzen und hat Funken erzeugt.,"Mehrfachsteckdose geschmolzen
Eine Mehrfachsteckdose ist geschmolzen und hat Funken erzeugt.",Elektro
SM-L-034,LOW,Schimmelpunkt in Schlafzimmer-Ecke,"Kaum sichtbare Schimmelspur im Schlafzimmer, sehr gering ausgeprägt.","Schimmelpunkt in Schlafzimmer-Ecke
Kaum sichtbare Schimmelspur im Schlafzimmer, sehr gering ausgeprägt.",Schimmel
REIN-M-051,MEDIUM,Reinigungsbedarf in Gemeinschaftszone,Boden/Flächen sichtbar verschmutzt; optisch störend.,"Reinigungsbedarf in Gemeinschaftszone
Boden/Flächen sichtbar verschmutzt; optisch störend.",Reinigung
TF-M-034,MEDIUM,Fenster zieht leicht,Leichte Zugluft am Fenster.,"Fenster zieht leicht
Leichte Zugluft am Fenster.",Türen/Fenster
SM-M-047,MEDIUM,Schimmel an Sockelleiste im Bad,"Begrenzte Schimmelstellen im Bad, aktuell lokal begrenzt.","Schimmel an Sockelleiste im Bad
Begrenzte Schimmelstellen im Bad, aktuell lokal begrenzt.",Schimmel
A-M-064,MEDIUM,Aufzuganzeige zeigt falsche Etage,Die Etagenanzeige zeigt gelegentlich falsche Werte.,"Aufzuganzeige zeigt falsche Etage
Die Etagenanzeige zeigt gelegentlich falsche Werte.",Aufzug
SW-L-047,LOW,WC-Deckel schließt nicht ganz sanft,Kein Defekt.,"WC-Deckel schließt nicht ganz sanft
Kein Defekt.",Sanitär / Wasser
H-082,HIGH,Heizung ausgefallen über Nacht,Seit der Nacht keine Heizleistung mehr.,"Heizung ausgefallen über Nacht
Seit der Nacht keine Heizleistung mehr.",Heizung / Wärmeversorgung
SW-M-045,MEDIUM,Wasser bleibt kurz im Spülbecken stehen,Verzögerter Ablauf.,"Wasser bleibt kurz im Spülbecken stehen
Verzögerter Ablauf.",Sanitär / Wasser
BS-H-084,HIGH,Schäden an tragender Decke,Die tragende Decke ist strukturell beschädigt,"Schäden an tragender Decke
Die tragende Decke ist strukturell beschädigt",Bauliche Schäden
SW-L-048,LOW,Abflussabdeckung leicht verschoben,Keine Beeinträchtigung.,"Abflussabdeckung leicht verschoben
Keine Beeinträchtigung.",Sanitär / Wasser
BSCH-H-035,HIGH,Defekte Fluchtwegbeleuchtung,Die Beleuchtung des Fluchtwegs ist vollständig ausgefallen.,"Defekte Fluchtwegbeleuchtung
Die Beleuchtung des Fluchtwegs ist vollständig ausgefallen.",Brandschutz
E-M-078,MEDIUM,Lichtschalter im Treppenhaus defekt,Ein Lichtschalter im Treppenhaus ist defekt.,"Lichtschalter im Treppenhaus defekt
Ein Lichtschalter im Treppenhaus ist defekt.",Elektro
SM-H-009,HIGH,Starker Schimmel im Bad,Großflächiger Schimmelbefall an Wand und Decke im Bad.,"Starker Schimmel im Bad
Großflächiger Schimmelbefall an Wand und Decke im Bad.",Schimmel
SON-M-029,MEDIUM,Digitale Schließpläne nicht aktuell,Abgleich erforderlich,"Digitale Schließpläne nicht aktuell
Abgleich erforderlich",Sonstige
SON-H-016,HIGH,Fluchtwegsteuerung ausgefallen,Türen bleiben verriegelt,"Fluchtwegsteuerung ausgefallen
Türen bleiben verriegelt",Sonstige
SM-L-010,LOW,Minimaler Schimmel am Raumecke-Rand,"Kaum sichtbare Schimmelspur im Raumecke, sehr gering ausgeprägt.","Minimaler Schimmel am Raumecke-Rand
Kaum sichtbare Schimmelspur im Raumecke, sehr gering ausgeprägt.",Schimmel
BSCH-H-009,HIGH,Notausgangstür lässt sich nicht öffnen,Die Notausgangstür ist defekt/verklemmt und kann nicht geöffnet werden.,"Notausgangstür lässt sich nicht öffnen
Die Notausgangstür ist defekt/verklemmt und kann nicht geöffnet werden.",Brandschutz
BS-H-003,HIGH,Instabile Balkonplatte,Der Balkon zeigt starke Risse und fühlt sich instabil an,"Instabile Balkonplatte
Der Balkon zeigt starke Risse und fühlt sich instabil an",Bauliche Schäden
TF-M-076,MEDIUM,Fenster klappert leicht bei Wind,Das Fenster klappert leicht bei Wind.,"Fenster klappert leicht bei Wind
Das Fenster klappert leicht bei Wind.",Türen/Fenster
REIN-H-003,HIGH,Ungeziefer durch Verschmutzung in Flur,Aufgrund von Abfällen wurden Öl-/Chemiespur im Bereich Flur gesichtet.,"Ungeziefer durch Verschmutzung in Flur
Aufgrund von Abfällen wurden Öl-/Chemiespur im Bereich Flur gesichtet.",Reinigung
AUSSEN-L-022,LOW,Unregelmäßige Farbpatina,Patina altersbedingt,"Unregelmäßige Farbpatina
Patina altersbedingt",Außenbereich
E-H-005,HIGH,Offene stromführende Leitung,Im Treppenhaus hängt eine offene stromführende Leitung aus der Wand.,"Offene stromführende Leitung
Im Treppenhaus hängt eine offene stromführende Leitung aus der Wand.",Elektro
TF-L-035,LOW,Türrahmen leicht verschmutzt,Der Türrahmen ist leicht verschmutzt.,"Türrahmen leicht verschmutzt
Der Türrahmen ist leicht verschmutzt.",Türen/Fenster
AUSSEN-M-022,MEDIUM,Schmutzablagerungen im Hof,Hof wirkt ungepflegt,"Schmutzablagerungen im Hof
Hof wirkt ungepflegt",Außenbereich
BS-M-016,MEDIUM,Bodenabsenkung leicht,Der Boden im Schlafzimmer ist minimal abgesackt,"Bodenabsenkung leicht
Der Boden im Schlafzimmer ist minimal abgesackt",Bauliche Schäden
SW-H-013,HIGH,Kein Wasser in mehreren Wohnungen,Mehrere Wohnungen sind ohne Wasserversorgung.,"Kein Wasser in mehreren Wohnungen
Mehrere Wohnungen sind ohne Wasserversorgung.",Sanitär / Wasser
AUSSEN-M-052,MEDIUM,Außenrampe verschmutzt,Reinigung erforderlich,"Außenrampe verschmutzt
Reinigung erforderlich",Außenbereich
LAERM-M-058,MEDIUM,Aufzug macht laute Geräusche beim Anfahren,"Beim Anfahren entstehen hörbare Geräusche, die Bewohner stören.","Aufzug macht laute Geräusche beim Anfahren
Beim Anfahren entstehen hörbare Geräusche, die Bewohner stören.",Lärm
BSCH-H-063,HIGH,Defekte Fluchtwegbeleuchtung – Bereich 13,Die Beleuchtung des Fluchtwegs ist vollständig ausgefallen. (Betroffen: Treppenhaus).,"Defekte Fluchtwegbeleuchtung – Bereich 13
Die Beleuchtung des Fluchtwegs ist vollständig ausgefallen. (Betroffen: Treppenhaus).",Brandschutz
A-L-020,LOW,Aufzugkabine riecht nach Reinigungsmittel,Starker Geruch nach Reinigungsmittel.,"Aufzugkabine riecht nach Reinigungsmittel
Starker Geruch nach Reinigungsmittel.",Aufzug
SM-M-077,MEDIUM,Schimmel an Fensterlaibung im Flur,"Begrenzte Schimmelstellen im Flur, aktuell lokal begrenzt.","Schimmel an Fensterlaibung im Flur
Begrenzte Schimmelstellen im Flur, aktuell lokal begrenzt.",Schimmel
SM-H-062,HIGH,Starker Schimmel im Schlafzimmer,"Massiver Schimmel sichtbar, Ausbreitung im Schlafzimmer deutlich erkennbar.","Starker Schimmel im Schlafzimmer
Massiver Schimmel sichtbar, Ausbreitung im Schlafzimmer deutlich erkennbar.",Schimmel
LAERM-H-043,HIGH,Lautes Rattern in der Decke,Ein lautes Rattern aus der Decke,"Lautes Rattern in der Decke
Ein lautes Rattern aus der Decke",Lärm
AUSSEN-H-025,HIGH,Freiliegende Fundamentkante,Fallgefahr durch Kante,"Freiliegende Fundamentkante
Fallgefahr durch Kante",Außenbereich
LAERM-M-043,MEDIUM,Lärm aus Technikschacht,Der Technikschacht ist hörbar,"Lärm aus Technikschacht
Der Technikschacht ist hörbar",Lärm
AUSSEN-H-016,HIGH,Stark beschädigte Bordsteinkante,Bordstein stark beschädigt,"Stark beschädigte Bordsteinkante
Bordstein stark beschädigt",Außenbereich
E-L-029,LOW,Schalter ohne Beschriftung,Ein Schalter ist nicht beschriftet.,"Schalter ohne Beschriftung
Ein Schalter ist nicht beschriftet.",Elektro
BSCH-L-048,LOW,Notbeleuchtung Abdeckung vergilbt – Bereich 28,Die Abdeckung der Notbeleuchtung ist vergilbt. (Betroffen: Gebäude).,"Notbeleuchtung Abdeckung vergilbt – Bereich 28
Die Abdeckung der Notbeleuchtung ist vergilbt. (Betroffen: Gebäude).",Brandschutz
LAERM-M-061,MEDIUM,Klappern an Fensterrahmen bei Wind,Bei Wind klappert der Fensterrahmen deutlich.,"Klappern an Fensterrahmen bei Wind
Bei Wind klappert der Fensterrahmen deutlich.",Lärm
SW-H-074,HIGH,Defekter Warmwasseranschluss,Wasser tritt aus der Leitung aus.,"Defekter Warmwasseranschluss
Wasser tritt aus der Leitung aus.",Sanitär / Wasser
BSCH-L-042,LOW,Rauchmelder sitzt leicht schief – Bereich 22,Der Rauchmelder ist minimal schief montiert. (Betroffen: Wohnung).,"Rauchmelder sitzt leicht schief – Bereich 22
Der Rauchmelder ist minimal schief montiert. (Betroffen: Wohnung).",Brandschutz
REIN-L-023,LOW,Kleine Verschmutzung in Müllraum,Geringe Flecken/Staubränder; bei nächster Reinigung mitnehmen.,"Kleine Verschmutzung in Müllraum
Geringe Flecken/Staubränder; bei nächster Reinigung mitnehmen.",Reinigung
A-H-083,HIGH,Aufzug stoppt mit lauten Schlägen,Während der Fahrt stoppt der Aufzug mit einem lauten Schlag.,"Aufzug stoppt mit lauten Schlägen
Während der Fahrt stoppt der Aufzug mit einem lauten Schlag.",Aufzug
AUSSEN-L-032,LOW,Staub auf Beschilderung,Beschilderung ist leicht verstaubt.,"Staub auf Beschilderung
Beschilderung ist leicht verstaubt.",Außenbereich
SW-L-011,LOW,Wasserhahn optisch veraltet,Reines Komfortthema.,"Wasserhahn optisch veraltet
Reines Komfortthema.",Sanitär / Wasser
BSCH-L-031,LOW,Fluchtplan ausgebleicht – Bereich 11,"Der Fluchtplan ist leicht ausgebleicht, aber noch erkennbar. (Betroffen: Dachboden).","Fluchtplan ausgebleicht – Bereich 11
Der Fluchtplan ist leicht ausgebleicht, aber noch erkennbar. (Betroffen: Dachboden).",Brandschutz
HL-013,LOW,Heizung reagiert verzögert auf Einstellung,Änderungen werden mit leichter Verzögerung umgesetzt.,"Heizung reagiert verzögert auf Einstellung
Änderungen werden mit leichter Verzögerung umgesetzt.",Heizung / Wärmeversorgung
BSCH-M-079,MEDIUM,Fluchtwegmarkierung unklar – Bereich 39,Die Markierung des Fluchtwegs ist schlecht erkennbar. (Betroffen: Gebäude).,"Fluchtwegmarkierung unklar – Bereich 39
Die Markierung des Fluchtwegs ist schlecht erkennbar. (Betroffen: Gebäude).",Brandschutz
SON-H-050,HIGH,Zentrale Alarmanzeige dunkel,Status nicht erkennbar,"Zentrale Alarmanzeige dunkel
Status nicht erkennbar",Sonstige
SON-L-016,LOW,Aushang leicht eingerissen,Inhalt vollständig sichtbar,"Aushang leicht eingerissen
Inhalt vollständig sichtbar",Sonstige
REIN-L-003,LOW,Leichte Schlieren in Gemeinschaftsraum,Schlieren kaum sichtbar; optisch unkritisch.,"Leichte Schlieren in Gemeinschaftsraum
Schlieren kaum sichtbar; optisch unkritisch.",Reinigung
SW-M-007,MEDIUM,Abfluss in Dusche teilweise verstopft,Das Wasser läuft verzögert ab.,"Abfluss in Dusche teilweise verstopft
Das Wasser läuft verzögert ab.",Sanitär / Wasser
BSCH-M-007,MEDIUM,Notausgangsschild locker,Ein Notausgangsschild ist locker befestigt und könnte abfallen.,"Notausgangsschild locker
Ein Notausgangsschild ist locker befestigt und könnte abfallen.",Brandschutz
E-H-077,HIGH,Elektrik im Badezimmer gefährlich,Die Elektrik im Badezimmer ist gefährlich defekt.,"Elektrik im Badezimmer gefährlich
Die Elektrik im Badezimmer ist gefährlich defekt.",Elektro
REIN-M-005,MEDIUM,Unordnung im Gemeinschaftsraum,Bereich wirkt ungepflegt; Reinigungsrückstände.,"Unordnung im Gemeinschaftsraum
Bereich wirkt ungepflegt; Reinigungsrückstände.",Reinigung
LAERM-M-016,MEDIUM,Metallisches Klappern,Metallisches Klappern aus der Wand,"Metallisches Klappern
Metallisches Klappern aus der Wand",Lärm
REIN-H-023,HIGH,Unrat/Abfall in Flur,Müll/Unrat liegt im Flur und verursacht Fäkalien/Erbrochenes vorhanden.,"Unrat/Abfall in Flur
Müll/Unrat liegt im Flur und verursacht Fäkalien/Erbrochenes vorhanden.",Reinigung
BSCH-L-012,LOW,Feuerlöscher etwas verstaubt,"Der Feuerlöscher ist verstaubt, Reinigung empfohlen.","Feuerlöscher etwas verstaubt
Der Feuerlöscher ist verstaubt, Reinigung empfohlen.",Brandschutz
BS-H-036,HIGH,Massive Setzungen im Gebäude,Mehrere Bereiche zeigen starke Setzungen,"Massive Setzungen im Gebäude
Mehrere Bereiche zeigen starke Setzungen",Bauliche Schäden
E-L-016,LOW,Licht im Abstellraum schwach,Das Licht im Abstellraum ist sehr schwach.,"Licht im Abstellraum schwach
Das Licht im Abstellraum ist sehr schwach.",Elektro
AUSSEN-M-074,MEDIUM,Pfütze an Zufahrt,Nach Regen bildet sich an der Zufahrt regelmäßig eine Pfütze.,"Pfütze an Zufahrt
Nach Regen bildet sich an der Zufahrt regelmäßig eine Pfütze.",Außenbereich
BSCH-L-023,LOW,Fluchtplan ausgebleicht – Bereich 3,"Der Fluchtplan ist leicht ausgebleicht, aber noch erkennbar. (Betroffen: Dachboden).","Fluchtplan ausgebleicht – Bereich 3
Der Fluchtplan ist leicht ausgebleicht, aber noch erkennbar. (Betroffen: Dachboden).",Brandschutz
SM-H-034,HIGH,Starker Schimmel im Dachgeschoss,Starker Schimmel durch anhaltende Feuchtigkeit im Dachgeschoss.,"Starker Schimmel im Dachgeschoss
Starker Schimmel durch anhaltende Feuchtigkeit im Dachgeschoss.",Schimmel
LAERM-L-049,LOW,Unauffälliges Surren kurzzeitig,"Kurzzeitiges Surren, das schnell wieder verschwindet.","Unauffälliges Surren kurzzeitig
Kurzzeitiges Surren, das schnell wieder verschwindet.",Lärm
SW-L-030,LOW,Wasserhahn optisch verkalkt,Funktion weiterhin normal.,"Wasserhahn optisch verkalkt
Funktion weiterhin normal.",Sanitär / Wasser
A-L-048,LOW,Aufzugtasten klappern leicht,Beim Drücken klappern die Tasten leicht.,"Aufzugtasten klappern leicht
Beim Drücken klappern die Tasten leicht.",Aufzug
SM-M-061,MEDIUM,Schimmel an Sockelleiste im Schlafzimmer,"Leichter Schimmel sichtbar, vermutlich durch Kondenswasser im Schlafzimmer.","Schimmel an Sockelleiste im Schlafzimmer
Leichter Schimmel sichtbar, vermutlich durch Kondenswasser im Schlafzimmer.",Schimmel
AUSSEN-L-004,LOW,Kleine Kratzer an Sitzbank,Oberflächliche Kratzer,"Kleine Kratzer an Sitzbank
Oberflächliche Kratzer",Außenbereich
E-M-053,MEDIUM,Steckdose funktionsunsicher,Eine Steckdose funktioniert unzuverlässig.,"Steckdose funktionsunsicher
Eine Steckdose funktioniert unzuverlässig.",Elektro
E-H-042,HIGH,Stromausfall bei medizinischer Einrichtung,Eine medizinische Einrichtung im Gebäude ist ohne Strom.,"Stromausfall bei medizinischer Einrichtung
Eine medizinische Einrichtung im Gebäude ist ohne Strom.",Elektro
HM-026,MEDIUM,Warmwasser verzögert verfügbar,Es dauert lange bis warmes Wasser ankommt.,"Warmwasser verzögert verfügbar
Es dauert lange bis warmes Wasser ankommt.",Heizung / Wärmeversorgung
LAERM-L-019,LOW,Unauffällige Nebengeräusche,Nebengeräusche ohne Störung,"Unauffällige Nebengeräusche
Nebengeräusche ohne Störung",Lärm
TF-H-079,HIGH,Tür blockiert durch Defekt,Die Tür ist durch einen Defekt blockiert.,"Tür blockiert durch Defekt
Die Tür ist durch einen Defekt blockiert.",Türen/Fenster
HM-030,MEDIUM,Heizkörper bleiben teils kalt,Nicht alle Heizkörper werden warm.,"Heizkörper bleiben teils kalt
Nicht alle Heizkörper werden warm.",Heizung / Wärmeversorgung
H-089,HIGH,Heizung vollständig außer Betrieb,Die Heizungsanlage ist komplett ausgefallen.,"Heizung vollständig außer Betrieb
Die Heizungsanlage ist komplett ausgefallen.",Heizung / Wärmeversorgung
A-M-076,MEDIUM,Aufzugtür öffnet nur teilweise,Die Tür öffnet sich nur teilweise und schließt dann wieder.,"Aufzugtür öffnet nur teilweise
Die Tür öffnet sich nur teilweise und schließt dann wieder.",Aufzug
SM-L-021,LOW,Minimaler Schimmel am Flur-Rand,"Kaum sichtbare Schimmelspur im Flur, sehr gering ausgeprägt.","Minimaler Schimmel am Flur-Rand
Kaum sichtbare Schimmelspur im Flur, sehr gering ausgeprägt.",Schimmel
LAERM-M-039,MEDIUM,Lauter Lüftungsauslass,Ein Lüftungsauslass ist hörbar,"Lauter Lüftungsauslass
Ein Lüftungsauslass ist hörbar",Lärm
H-013,HIGH,Heizkörper alle kalt,Alle Heizkörper bleiben trotz maximaler Einstellung kalt.,"Heizkörper alle kalt
Alle Heizkörper bleiben trotz maximaler Einstellung kalt.",Heizung / Wärmeversorgung
LAERM-H-013,HIGH,Lärm durch defekte Pumpe,Eine defekte Pumpe erzeugt sehr laute Geräusche,"Lärm durch defekte Pumpe
Eine defekte Pumpe erzeugt sehr laute Geräusche",Lärm
LAERM-H-066,HIGH,Kreischender Alarm in Tiefgarage,In der Tiefgarage ertönt seit Stunden ein extrem lauter Alarmton ohne Abschaltung.,"Kreischender Alarm in Tiefgarage
In der Tiefgarage ertönt seit Stunden ein extrem lauter Alarmton ohne Abschaltung.",Lärm
BS-M-053,MEDIUM,Unebenheit Balkonboden,Der Balkonboden ist uneben,"Unebenheit Balkonboden
Der Balkonboden ist uneben",Bauliche Schäden
SW-H-087,HIGH,Wasser läuft in Aufzugsschacht,Wasser dringt in den Aufzugsschacht.,"Wasser läuft in Aufzugsschacht
Wasser dringt in den Aufzugsschacht.",Sanitär / Wasser
SW-L-036,LOW,Leichte Kalkflecken an Duschwand,Kein technischer Mangel.,"Leichte Kalkflecken an Duschwand
Kein technischer Mangel.",Sanitär / Wasser
TF-H-008,HIGH,Notausgangstür defekt,Der Notausgang kann nicht geöffnet werden.,"Notausgangstür defekt
Der Notausgang kann nicht geöffnet werden.",Türen/Fenster
LAERM-L-046,LOW,Leichtes Klappern bei Wind,Bei Wind klappert etwas leise am Fenster.,"Leichtes Klappern bei Wind
Bei Wind klappert etwas leise am Fenster.",Lärm
SW-H-079,HIGH,Abfluss überläuft bei Nutzung,Schon geringe Nutzung führt zu Überlauf.,"Abfluss überläuft bei Nutzung
Schon geringe Nutzung führt zu Überlauf.",Sanitär / Wasser
BSCH-L-050,LOW,Fluchtwegmarkierung verblasst – Bereich 30,Die Fluchtwegmarkierung wirkt etwas verblasst. (Betroffen: Dachboden).,"Fluchtwegmarkierung verblasst – Bereich 30
Die Fluchtwegmarkierung wirkt etwas verblasst. (Betroffen: Dachboden).",Brandschutz
SW-L-007,LOW,Leichte Verfärbung im WC-Becken,Keine Einschränkung der Nutzung.,"Leichte Verfärbung im WC-Becken
Keine Einschränkung der Nutzung.",Sanitär / Wasser
TF-M-041,MEDIUM,Tür schließt verzögert,Die Tür schließt verzögert.,"Tür schließt verzögert
Die Tür schließt verzögert.",Türen/Fenster
A-H-041,HIGH,Aufzug blockiert mit Kinderwagen,Ein Kinderwagen ist im Aufzug eingeschlossen.,"Aufzug blockiert mit Kinderwagen
Ein Kinderwagen ist im Aufzug eingeschlossen.",Aufzug
TF-M-065,MEDIUM,Tür zieht bei Wind,Bei Wind zieht es durch die Tür.,"Tür zieht bei Wind
Bei Wind zieht es durch die Tür.",Türen/Fenster
SON-M-015,MEDIUM,Technikraum Zutritt schwer möglich,Schloss klemmt,"Technikraum Zutritt schwer möglich
Schloss klemmt",Sonstige
AUSSEN-H-034,HIGH,Außenleuchte funkt,Stromschlaggefahr,"Außenleuchte funkt
Stromschlaggefahr",Außenbereich
SON-H-037,HIGH,Digitale Schließpläne verloren,Zugriffsmanagement gestört,"Digitale Schließpläne verloren
Zugriffsmanagement gestört",Sonstige
LAERM-H-027,HIGH,Maschinenlärm durchgehend hörbar,Maschinenlärm ist permanent zu hören,"Maschinenlärm durchgehend hörbar
Maschinenlärm ist permanent zu hören",Lärm
SON-H-079,HIGH,IT-Sicherheitsmonitoring deaktiviert,Angriffe unentdeckt,"IT-Sicherheitsmonitoring deaktiviert
Angriffe unentdeckt",Sonstige
LAERM-M-012,MEDIUM,Gleichmäßiges Brummen,Ein gleichmäßiges Brummen ist tagsüber hörbar,"Gleichmäßiges Brummen
Ein gleichmäßiges Brummen ist tagsüber hörbar",Lärm
